t,U
53350, 	0.341
53360, 	0.341
53370, 	0.341
53380, 	0.342
53390, 	0.342
53400, 	0.343
53410, 	0.343
53420, 	0.342
53430, 	0.343
53440, 	0.344
53450, 	0.343
53460, 	0.344
53470, 	0.344
53480, 	0.345
53490, 	0.344
53500, 	0.345
53510, 	0.345
53520, 	0.346
53530, 	0.346
53540, 	0.347
53550, 	0.347
53560, 	0.347
53570, 	0.347
53580, 	0.348
53590, 	0.348
53600, 	0.348
53610, 	0.348
53620, 	0.348
53630, 	0.349
53640, 	0.349
53650, 	0.349
53660, 	0.350
53670, 	0.350
53680, 	0.350
53690, 	0.351
53700, 	0.351
53710, 	0.352
53720, 	0.351
53730, 	0.352
53740, 	0.352
53750, 	0.352
53760, 	0.352
53770, 	0.353
53780, 	0.353
53790, 	0.353
53800, 	0.354
53810, 	0.353
53820, 	0.354
53830, 	0.354
53840, 	0.354
53850, 	0.355
53860, 	0.355
53870, 	0.356
53880, 	0.356
53890, 	0.357
53900, 	0.357
53910, 	0.356
53920, 	0.357
53930, 	0.357
53940, 	0.357
53950, 	0.358
53960, 	0.358
53970, 	0.359
53980, 	0.359
53990, 	0.359
54000, 	0.359
54010, 	0.359
54020, 	0.360
54030, 	0.360
54040, 	0.360
54050, 	0.361
54060, 	0.361
54070, 	0.361
54080, 	0.362
54090, 	0.362
54100, 	0.362
54110, 	0.362
54120, 	0.363
54130, 	0.363
54140, 	0.363
54150, 	0.363
54160, 	0.363
54170, 	0.364
54180, 	0.364
54190, 	0.364
54200, 	0.364
54210, 	0.364
54220, 	0.364
54230, 	0.365
54240, 	0.365
54250, 	0.366
54260, 	0.366
54270, 	0.366
54280, 	0.366
54290, 	0.366
54300, 	0.367
54310, 	0.368
54320, 	0.368
54330, 	0.368
54340, 	0.368
54350, 	0.368
54360, 	0.368
54370, 	0.368
54380, 	0.369
54390, 	0.369
54400, 	0.369
54410, 	0.369
54420, 	0.369
54430, 	0.370
54440, 	0.370
54450, 	0.371
54460, 	0.371
54470, 	0.372
54480, 	0.372
54490, 	0.372
54500, 	0.373
54510, 	0.373
54520, 	0.373
54530, 	0.373
54540, 	0.373
54550, 	0.373
54560, 	0.373
54570, 	0.374
54580, 	0.374
54590, 	0.374
54600, 	0.374
54610, 	0.375
54620, 	0.375
54630, 	0.375
54640, 	0.376
54650, 	0.376
54660, 	0.377
54670, 	0.377
54680, 	0.378
54690, 	0.377
54700, 	0.377
54710, 	0.378
54720, 	0.378
54730, 	0.379
54740, 	0.379
54750, 	0.379
54760, 	0.379
54770, 	0.379
54780, 	0.380
54790, 	0.380
54800, 	0.380
54810, 	0.380
54820, 	0.380
54830, 	0.381
54840, 	0.381
54850, 	0.381
54860, 	0.381
54870, 	0.381
54880, 	0.381
54890, 	0.382
54900, 	0.382
54910, 	0.382
54920, 	0.383
54930, 	0.383
54940, 	0.383
54950, 	0.384
54960, 	0.384
54970, 	0.384
54980, 	0.384
54990, 	0.384
55000, 	0.384
55010, 	0.385
55020, 	0.385
55030, 	0.385
55040, 	0.385
55050, 	0.385
55060, 	0.386
55070, 	0.386
55080, 	0.386
55090, 	0.386
55100, 	0.387
55110, 	0.387
55120, 	0.387
55130, 	0.387
55140, 	0.388
55150, 	0.388
55160, 	0.388
55170, 	0.388
55180, 	0.389
55190, 	0.389
55200, 	0.390
55210, 	0.390
55220, 	0.391
55230, 	0.390
55240, 	0.390
55250, 	0.391
55260, 	0.391
55270, 	0.392
55280, 	0.392
55290, 	0.392
55300, 	0.392
55310, 	0.392
55320, 	0.393
55330, 	0.393
55340, 	0.393
55350, 	0.393
55360, 	0.394
55370, 	0.394
55380, 	0.394
55390, 	0.394
55400, 	0.394
55410, 	0.395
55420, 	0.394
55430, 	0.395
55440, 	0.396
55450, 	0.396
55460, 	0.396
55470, 	0.396
55480, 	0.396
55490, 	0.397
55500, 	0.397
55510, 	0.397
55520, 	0.398
55530, 	0.398
55540, 	0.398
55550, 	0.398
55560, 	0.399
55570, 	0.398
55580, 	0.399
55590, 	0.399
55600, 	0.400
55610, 	0.399
55620, 	0.400
55630, 	0.400
55640, 	0.401
55650, 	0.400
55660, 	0.401
55670, 	0.401
55680, 	0.401
55690, 	0.401
55700, 	0.402
55710, 	0.402
55720, 	0.402
55730, 	0.402
55740, 	0.402
55750, 	0.403
55760, 	0.404
55770, 	0.404
55780, 	0.403
55790, 	0.403
55800, 	0.404
55810, 	0.404
55820, 	0.404
55830, 	0.405
55840, 	0.405
55850, 	0.406
55860, 	0.405
55870, 	0.406
55880, 	0.406
55890, 	0.406
55900, 	0.407
55910, 	0.407
55920, 	0.407
55930, 	0.407
55940, 	0.407
55950, 	0.407
55960, 	0.407
55970, 	0.409
55980, 	0.408
55990, 	0.408
56000, 	0.409
56010, 	0.409
56020, 	0.409
56030, 	0.409
56040, 	0.409
56050, 	0.410
56060, 	0.409
56070, 	0.410
56080, 	0.410
56090, 	0.410
56100, 	0.410
56110, 	0.411
56120, 	0.411
56130, 	0.411
56140, 	0.411
56150, 	0.412
56160, 	0.412
56170, 	0.413
56180, 	0.412
56190, 	0.413
56200, 	0.413
56210, 	0.413
56220, 	0.413
56230, 	0.413
56240, 	0.413
56250, 	0.414
56260, 	0.414
56270, 	0.414
56280, 	0.414
56290, 	0.414
56300, 	0.415
56310, 	0.415
56320, 	0.416
56330, 	0.415
56340, 	0.416
56350, 	0.416
56360, 	0.416
56370, 	0.416
56380, 	0.417
56390, 	0.418
56400, 	0.418
56410, 	0.418
56420, 	0.418
56430, 	0.418
56440, 	0.418
56450, 	0.418
56460, 	0.419
56470, 	0.419
56480, 	0.419
56490, 	0.420
56500, 	0.420
56510, 	0.420
56520, 	0.421
56530, 	0.420
56540, 	0.421
56550, 	0.420
56560, 	0.421
56570, 	0.421
56580, 	0.422
56590, 	0.423
56600, 	0.422
56610, 	0.422
56620, 	0.422
56630, 	0.423
56640, 	0.423
56650, 	0.423
56660, 	0.423
56670, 	0.424
56680, 	0.424
56690, 	0.424
56700, 	0.425
56710, 	0.425
56720, 	0.425
56730, 	0.425
56740, 	0.426
56750, 	0.426
56760, 	0.426
56770, 	0.427
56780, 	0.427
56790, 	0.427
56800, 	0.427
56810, 	0.428
56820, 	0.428
56830, 	0.428
56840, 	0.428
56850, 	0.429
56860, 	0.429
56870, 	0.429
56880, 	0.429
56890, 	0.430
56900, 	0.430
56910, 	0.430
56920, 	0.430
56930, 	0.430
56940, 	0.430
56950, 	0.431
56960, 	0.431
56970, 	0.432
56980, 	0.432
56990, 	0.432
57000, 	0.432
57010, 	0.433
57020, 	0.433
57030, 	0.433
57040, 	0.433
57050, 	0.433
57060, 	0.433
57070, 	0.433
57080, 	0.434
57090, 	0.434
57100, 	0.434
57110, 	0.435
57120, 	0.435
57130, 	0.435
57140, 	0.436
57150, 	0.435
57160, 	0.435
57170, 	0.436
57180, 	0.436
57190, 	0.437
57200, 	0.437
57210, 	0.437
57220, 	0.437
57230, 	0.437
57240, 	0.438
57250, 	0.438
57260, 	0.438
57270, 	0.438
57280, 	0.438
57290, 	0.439
57300, 	0.439
57310, 	0.439
57320, 	0.439
57330, 	0.439
57340, 	0.439
57350, 	0.440
57360, 	0.440
57370, 	0.440
57380, 	0.441
57390, 	0.441
57400, 	0.441
57410, 	0.442
57420, 	0.442
57430, 	0.442
57440, 	0.442
57450, 	0.443
57460, 	0.443
57470, 	0.443
57480, 	0.443
57490, 	0.443
57500, 	0.443
57510, 	0.443
57520, 	0.443
57530, 	0.443
57540, 	0.444
57550, 	0.444
57560, 	0.444
57570, 	0.444
57580, 	0.444
57590, 	0.445
57600, 	0.445
57610, 	0.445
57620, 	0.446
57630, 	0.446
57640, 	0.447
57650, 	0.447
57660, 	0.446
57670, 	0.447
57680, 	0.448
57690, 	0.447
57700, 	0.447
57710, 	0.448
57720, 	0.448
57730, 	0.448
57740, 	0.448
57750, 	0.448
57760, 	0.448
57770, 	0.450
57780, 	0.449
57790, 	0.449
57800, 	0.450
57810, 	0.450
57820, 	0.450
57830, 	0.451
57840, 	0.450
57850, 	0.450
57860, 	0.450
57870, 	0.451
57880, 	0.451
57890, 	0.451
57900, 	0.452
57910, 	0.452
57920, 	0.452
57930, 	0.452
57940, 	0.452
57950, 	0.452
57960, 	0.453
57970, 	0.453
57980, 	0.453
57990, 	0.453
58000, 	0.454
58010, 	0.454
58020, 	0.454
58030, 	0.455
58040, 	0.455
58050, 	0.455
58060, 	0.455
58070, 	0.455
58080, 	0.456
58090, 	0.456
58100, 	0.456
58110, 	0.456
58120, 	0.456
58130, 	0.456
58140, 	0.457
58150, 	0.457
58160, 	0.457
58170, 	0.457
58180, 	0.457
58190, 	0.458
58200, 	0.457
58210, 	0.458
58220, 	0.459
58230, 	0.459
58240, 	0.459
58250, 	0.459
58260, 	0.459
58270, 	0.460
58280, 	0.460
58290, 	0.460
58300, 	0.460
58310, 	0.460
58320, 	0.460
58330, 	0.460
58340, 	0.461
58350, 	0.461
58360, 	0.461
58370, 	0.461
58380, 	0.461
58390, 	0.462
58400, 	0.462
58410, 	0.462
58420, 	0.462
58430, 	0.463
58440, 	0.463
58450, 	0.463
58460, 	0.463
58470, 	0.463
58480, 	0.464
58490, 	0.464
58500, 	0.464
58510, 	0.464
58520, 	0.464
58530, 	0.464
58540, 	0.465
58550, 	0.465
58560, 	0.465
58570, 	0.465
58580, 	0.465
58590, 	0.466
58600, 	0.466
58610, 	0.466
58620, 	0.466
58630, 	0.466
58640, 	0.466
58650, 	0.467
58660, 	0.467
58670, 	0.467
58680, 	0.467
58690, 	0.468
58700, 	0.468
58710, 	0.468
58720, 	0.468
58730, 	0.468
58740, 	0.468
58750, 	0.468
58760, 	0.469
58770, 	0.469
58780, 	0.469
58790, 	0.469
58800, 	0.470
58810, 	0.469
58820, 	0.471
58830, 	0.471
58840, 	0.471
58850, 	0.471
58860, 	0.471
58870, 	0.471
58880, 	0.472
58890, 	0.472
58900, 	0.472
58910, 	0.472
58920, 	0.473
58930, 	0.472
58940, 	0.472
58950, 	0.473
58960, 	0.473
58970, 	0.473
58980, 	0.473
58990, 	0.473
59000, 	0.474
59010, 	0.475
59020, 	0.474
59030, 	0.475
59040, 	0.475
59050, 	0.475
59060, 	0.476
59070, 	0.475
59080, 	0.475
59090, 	0.476
59100, 	0.476
59110, 	0.476
59120, 	0.477
59130, 	0.477
59140, 	0.477
59150, 	0.477
59160, 	0.478
59170, 	0.478
59180, 	0.478
59190, 	0.478
59200, 	0.479
59210, 	0.480
59220, 	0.479
59230, 	0.479
59240, 	0.480
59250, 	0.480
59260, 	0.480
59270, 	0.480
59280, 	0.480
59290, 	0.480
59300, 	0.480
59310, 	0.481
59320, 	0.480
59330, 	0.481
59340, 	0.481
59350, 	0.481
59360, 	0.482
59370, 	0.482
59380, 	0.482
59390, 	0.482
59400, 	0.482
59410, 	0.483
59420, 	0.483
59430, 	0.483
59440, 	0.483
59450, 	0.484
59460, 	0.484
59470, 	0.484
59480, 	0.484
59490, 	0.484
59500, 	0.484
59510, 	0.484
59520, 	0.484
59530, 	0.485
59540, 	0.485
59550, 	0.485
59560, 	0.485
59570, 	0.486
59580, 	0.486
59590, 	0.486
59600, 	0.486
59610, 	0.487
59620, 	0.486
59630, 	0.486
59640, 	0.487
59650, 	0.487
59660, 	0.487
59670, 	0.487
59680, 	0.487
59690, 	0.488
59700, 	0.488
59710, 	0.488
59720, 	0.488
59730, 	0.488
59740, 	0.489
59750, 	0.489
59760, 	0.489
59770, 	0.489
59780, 	0.490
59790, 	0.490
59800, 	0.490
59810, 	0.490
59820, 	0.490
59830, 	0.491
59840, 	0.491
59850, 	0.491
59860, 	0.491
59870, 	0.491
59880, 	0.492
59890, 	0.492
59900, 	0.492
59910, 	0.492
59920, 	0.492
59930, 	0.492
59940, 	0.492
59950, 	0.493
59960, 	0.492
59970, 	0.493
59980, 	0.493
59990, 	0.493
60000, 	0.494
60010, 	0.494
60020, 	0.494
60030, 	0.494
60040, 	0.494
60050, 	0.495
60060, 	0.495
60070, 	0.495
60080, 	0.495
60090, 	0.496
60100, 	0.496
60110, 	0.496
60120, 	0.497
60130, 	0.496
60140, 	0.497
60150, 	0.497
60160, 	0.497
60170, 	0.497
60180, 	0.497
60190, 	0.497
60200, 	0.497
60210, 	0.498
60220, 	0.498
60230, 	0.498
60240, 	0.498
60250, 	0.498
60260, 	0.499
60270, 	0.499
60280, 	0.499
60290, 	0.499
60300, 	0.499
60310, 	0.499
60320, 	0.499
60330, 	0.500
60340, 	0.500
60350, 	0.500
60360, 	0.500
60370, 	0.501
60380, 	0.501
60390, 	0.501
60400, 	0.502
60410, 	0.502
60420, 	0.502
60430, 	0.503
60440, 	0.502
60450, 	0.502
60460, 	0.502
60470, 	0.503
60480, 	0.503
60490, 	0.504
60500, 	0.503
60510, 	0.503
60520, 	0.503
60530, 	0.504
60540, 	0.504
60550, 	0.504
60560, 	0.504
60570, 	0.505
60580, 	0.504
60590, 	0.504
60600, 	0.504
60610, 	0.505
60620, 	0.505
60630, 	0.505
60640, 	0.505
60650, 	0.505
60660, 	0.506
60670, 	0.506
60680, 	0.506
60690, 	0.506
60700, 	0.506
60710, 	0.506
60720, 	0.506
60730, 	0.507
60740, 	0.507
60750, 	0.507
60760, 	0.507
60770, 	0.508
60780, 	0.508
60790, 	0.508
60800, 	0.508
60810, 	0.509
60820, 	0.509
60830, 	0.509
60840, 	0.509
60850, 	0.509
60860, 	0.509
60870, 	0.510
60880, 	0.510
60890, 	0.510
60900, 	0.511
60910, 	0.511
60920, 	0.511
60930, 	0.511
60940, 	0.512
60950, 	0.511
60960, 	0.512
60970, 	0.511
60980, 	0.512
60990, 	0.512
61000, 	0.513
61010, 	0.513
61020, 	0.513
61030, 	0.513
61040, 	0.513
61050, 	0.513
61060, 	0.513
61070, 	0.513
61080, 	0.514
61090, 	0.514
61100, 	0.514
61110, 	0.514
61120, 	0.515
61130, 	0.515
61140, 	0.515
61150, 	0.515
61160, 	0.515
61170, 	0.516
61180, 	0.515
61190, 	0.516
61200, 	0.516
61210, 	0.516
61220, 	0.517
61230, 	0.517
61240, 	0.517
61250, 	0.518
61260, 	0.517
61270, 	0.518
61280, 	0.517
61290, 	0.518
61300, 	0.518
61310, 	0.519
61320, 	0.518
61330, 	0.518
61340, 	0.518
61350, 	0.518
61360, 	0.519
61370, 	0.519
61380, 	0.519
61390, 	0.519
61400, 	0.519
61410, 	0.519
61420, 	0.520
61430, 	0.520
61440, 	0.520
61450, 	0.520
61460, 	0.521
61470, 	0.520
61480, 	0.521
61490, 	0.522
61500, 	0.521
61510, 	0.521
61520, 	0.522
61530, 	0.522
61540, 	0.522
61550, 	0.522
61560, 	0.523
61570, 	0.523
61580, 	0.523
61590, 	0.523
61600, 	0.523
61610, 	0.523
61620, 	0.524
61630, 	0.524
61640, 	0.524
61650, 	0.524
61660, 	0.524
61670, 	0.524
61680, 	0.525
61690, 	0.525
61700, 	0.525
61710, 	0.525
61720, 	0.525
61730, 	0.526
61740, 	0.526
61750, 	0.526
61760, 	0.526
61770, 	0.527
61780, 	0.526
61790, 	0.527
61800, 	0.527
61810, 	0.527
61820, 	0.527
61830, 	0.527
61840, 	0.528
61850, 	0.528
61860, 	0.528
61870, 	0.528
61880, 	0.528
61890, 	0.528
61900, 	0.529
61910, 	0.529
61920, 	0.529
61930, 	0.529
61940, 	0.529
61950, 	0.529
61960, 	0.530
61970, 	0.530
61980, 	0.530
61990, 	0.530
62000, 	0.530
62010, 	0.530
62020, 	0.530
62030, 	0.530
62040, 	0.530
62050, 	0.530
62060, 	0.531
62070, 	0.531
62080, 	0.531
62090, 	0.531
62100, 	0.532
62110, 	0.532
62120, 	0.532
62130, 	0.532
62140, 	0.532
62150, 	0.532
62160, 	0.532
62170, 	0.533
62180, 	0.532
62190, 	0.532
62200, 	0.533
62210, 	0.533
62220, 	0.534
62230, 	0.534
62240, 	0.534
62250, 	0.534
62260, 	0.535
62270, 	0.535
62280, 	0.535
62290, 	0.535
62300, 	0.535
62310, 	0.535
62320, 	0.536
62330, 	0.536
62340, 	0.536
62350, 	0.536
62360, 	0.536
62370, 	0.536
62380, 	0.536
62390, 	0.536
62400, 	0.536
62410, 	0.537
62420, 	0.537
62430, 	0.537
62440, 	0.537
62450, 	0.537
62460, 	0.537
62470, 	0.538
62480, 	0.538
62490, 	0.538
62500, 	0.538
62510, 	0.538
62520, 	0.539
62530, 	0.539
62540, 	0.539
62550, 	0.539
62560, 	0.539
62570, 	0.539
62580, 	0.539
62590, 	0.540
62600, 	0.540
62610, 	0.540
62620, 	0.540
62630, 	0.540
62640, 	0.541
62650, 	0.541
62660, 	0.541
62670, 	0.541
62680, 	0.541
62690, 	0.541
62700, 	0.541
62710, 	0.541
62720, 	0.542
62730, 	0.542
62740, 	0.542
62750, 	0.542
62760, 	0.543
62770, 	0.542
62780, 	0.542
62790, 	0.542
62800, 	0.543
62810, 	0.543
62820, 	0.543
62830, 	0.544
62840, 	0.544
62850, 	0.544
62860, 	0.544
62870, 	0.545
62880, 	0.545
62890, 	0.544
62900, 	0.545
62910, 	0.545
62920, 	0.545
62930, 	0.546
62940, 	0.546
62950, 	0.546
62960, 	0.546
62970, 	0.546
62980, 	0.547
62990, 	0.547
63000, 	0.547
63010, 	0.546
63020, 	0.547
63030, 	0.548
63040, 	0.548
63050, 	0.548
63060, 	0.548
63070, 	0.548
63080, 	0.548
63090, 	0.549
63100, 	0.549
63110, 	0.549
63120, 	0.549
63130, 	0.549
63140, 	0.549
63150, 	0.549
63160, 	0.549
63170, 	0.550
63180, 	0.550
63190, 	0.550
63200, 	0.550
63210, 	0.550
63220, 	0.550
63230, 	0.550
63240, 	0.550
63250, 	0.550
63260, 	0.550
63270, 	0.551
63280, 	0.551
63290, 	0.551
63300, 	0.552
63310, 	0.552
63320, 	0.552
63330, 	0.552
63340, 	0.553
63350, 	0.553
63360, 	0.553
63370, 	0.552
63380, 	0.553
63390, 	0.553
63400, 	0.553
63410, 	0.553
63420, 	0.554
63430, 	0.554
63440, 	0.555
63450, 	0.554
63460, 	0.554
63470, 	0.555
63480, 	0.555
63490, 	0.555
63500, 	0.555
63510, 	0.555
63520, 	0.556
63530, 	0.556
63540, 	0.556
63550, 	0.556
63560, 	0.556
63570, 	0.556
63580, 	0.556
63590, 	0.557
63600, 	0.557
63610, 	0.556
63620, 	0.557
63630, 	0.557
63640, 	0.557
63650, 	0.557
63660, 	0.558
63670, 	0.558
63680, 	0.558
63690, 	0.558
63700, 	0.558
63710, 	0.559
63720, 	0.558
63730, 	0.559
63740, 	0.558
63750, 	0.559
63760, 	0.559
63770, 	0.560
63780, 	0.560
63790, 	0.560
63800, 	0.560
63810, 	0.560
63820, 	0.560
63830, 	0.560
63840, 	0.560
63850, 	0.561
63860, 	0.561
63870, 	0.561
63880, 	0.562
63890, 	0.561
63900, 	0.561
63910, 	0.561
63920, 	0.562
63930, 	0.562
63940, 	0.562
63950, 	0.562
63960, 	0.563
63970, 	0.562
63980, 	0.563
63990, 	0.563
64000, 	0.563
64010, 	0.562
64020, 	0.563
64030, 	0.563
64040, 	0.564
64050, 	0.564
64060, 	0.564
64070, 	0.564
64080, 	0.564
64090, 	0.564
64100, 	0.564
64110, 	0.565
64120, 	0.565
64130, 	0.565
64140, 	0.565
64150, 	0.566
64160, 	0.566
64170, 	0.566
64180, 	0.566
64190, 	0.567
64200, 	0.567
64210, 	0.566
64220, 	0.567
64230, 	0.567
64240, 	0.567
64250, 	0.568
64260, 	0.567
64270, 	0.567
64280, 	0.568
64290, 	0.568
64300, 	0.568
64310, 	0.568
64320, 	0.569
64330, 	0.569
64340, 	0.568
64350, 	0.569
64360, 	0.569
64370, 	0.569
64380, 	0.569
64390, 	0.569
64400, 	0.569
64410, 	0.569
64420, 	0.570
64430, 	0.570
64440, 	0.570
64450, 	0.570
64460, 	0.570
64470, 	0.570
64480, 	0.570
64490, 	0.571
64500, 	0.571
64510, 	0.571
64520, 	0.571
64530, 	0.571
64540, 	0.571
64550, 	0.572
64560, 	0.572
64570, 	0.572
64580, 	0.572
64590, 	0.572
64600, 	0.573
64610, 	0.572
64620, 	0.573
64630, 	0.573
64640, 	0.572
64650, 	0.573
64660, 	0.573
64670, 	0.573
64680, 	0.573
64690, 	0.574
64700, 	0.574
64710, 	0.573
64720, 	0.574
64730, 	0.574
64740, 	0.575
64750, 	0.575
64760, 	0.574
64770, 	0.575
64780, 	0.575
64790, 	0.574
64800, 	0.575
64810, 	0.575
64820, 	0.575
64830, 	0.575
64840, 	0.575
64850, 	0.575
64860, 	0.575
64870, 	0.576
64880, 	0.576
64890, 	0.576
64900, 	0.576
64910, 	0.576
64920, 	0.576
64930, 	0.577
64940, 	0.577
64950, 	0.577
64960, 	0.577
64970, 	0.577
64980, 	0.577
64990, 	0.577
65000, 	0.578
65010, 	0.578
65020, 	0.578
65030, 	0.578
65040, 	0.578
65050, 	0.578
65060, 	0.579
65070, 	0.579
65080, 	0.579
65090, 	0.579
65100, 	0.579
65110, 	0.580
65120, 	0.579
65130, 	0.580
65140, 	0.580
65150, 	0.580
65160, 	0.580
65170, 	0.581
65180, 	0.581
65190, 	0.581
65200, 	0.581
65210, 	0.581
65220, 	0.581
65230, 	0.581
65240, 	0.581
65250, 	0.582
65260, 	0.582
65270, 	0.582
65280, 	0.582
65290, 	0.582
65300, 	0.582
65310, 	0.582
65320, 	0.582
65330, 	0.582
65340, 	0.582
65350, 	0.583
65360, 	0.583
65370, 	0.584
65380, 	0.584
65390, 	0.583
65400, 	0.584
65410, 	0.583
65420, 	0.584
65430, 	0.584
65440, 	0.584
65450, 	0.584
65460, 	0.584
65470, 	0.585
65480, 	0.585
65490, 	0.585
65500, 	0.585
65510, 	0.585
65520, 	0.586
65530, 	0.586
65540, 	0.586
65550, 	0.586
65560, 	0.586
65570, 	0.586
65580, 	0.586
65590, 	0.587
65600, 	0.587
65610, 	0.587
65620, 	0.587
65630, 	0.587
65640, 	0.587
65650, 	0.587
65660, 	0.588
65670, 	0.588
65680, 	0.588
65690, 	0.588
65700, 	0.589
65710, 	0.588
65720, 	0.589
65730, 	0.589
65740, 	0.588
65750, 	0.589
65760, 	0.589
65770, 	0.590
65780, 	0.590
65790, 	0.590
65800, 	0.590
65810, 	0.590
65820, 	0.591
65830, 	0.591
65840, 	0.590
65850, 	0.591
65860, 	0.591
65870, 	0.592
65880, 	0.591
65890, 	0.591
65900, 	0.591
65910, 	0.591
65920, 	0.591
65930, 	0.591
65940, 	0.592
65950, 	0.592
65960, 	0.593
65970, 	0.592
65980, 	0.593
65990, 	0.593
66000, 	0.593
66010, 	0.593
66020, 	0.593
66030, 	0.593
66040, 	0.593
66050, 	0.594
66060, 	0.592
66070, 	0.593
66080, 	0.594
66090, 	0.594
66100, 	0.594
66110, 	0.594
66120, 	0.594
66130, 	0.595
66140, 	0.595
66150, 	0.595
66160, 	0.596
66170, 	0.595
66180, 	0.596
66190, 	0.596
66200, 	0.596
66210, 	0.596
66220, 	0.596
66230, 	0.597
66240, 	0.597
66250, 	0.597
66260, 	0.598
66270, 	0.597
66280, 	0.597
66290, 	0.597
66300, 	0.598
66310, 	0.598
66320, 	0.598
66330, 	0.598
66340, 	0.598
66350, 	0.598
66360, 	0.599
66370, 	0.599
66380, 	0.599
66390, 	0.599
66400, 	0.599
66410, 	0.599
66420, 	0.599
66430, 	0.600
66440, 	0.600
66450, 	0.599
66460, 	0.600
66470, 	0.601
66480, 	0.600
66490, 	0.601
66500, 	0.601
66510, 	0.601
66520, 	0.601
66530, 	0.601
66540, 	0.601
66550, 	0.601
66560, 	0.601
66570, 	0.601
66580, 	0.601
66590, 	0.602
66600, 	0.601
66610, 	0.602
66620, 	0.602
66630, 	0.602
66640, 	0.603
66650, 	0.602
66660, 	0.603
66670, 	0.603
66680, 	0.603
66690, 	0.603
66700, 	0.603
66710, 	0.603
66720, 	0.604
66730, 	0.604
66740, 	0.604
66750, 	0.605
66760, 	0.605
66770, 	0.604
66780, 	0.604
66790, 	0.605
66800, 	0.605
66810, 	0.605
66820, 	0.606
66830, 	0.606
66840, 	0.606
66850, 	0.606
66860, 	0.606
66870, 	0.607
66880, 	0.607
66890, 	0.606
66900, 	0.607
66910, 	0.607
66920, 	0.606
66930, 	0.607
66940, 	0.607
66950, 	0.608
66960, 	0.607
66970, 	0.608
66980, 	0.607
66990, 	0.608
67000, 	0.608
67010, 	0.608
67020, 	0.608
67030, 	0.608
67040, 	0.609
67050, 	0.609
67060, 	0.609
67070, 	0.609
67080, 	0.609
67090, 	0.609
67100, 	0.610
67110, 	0.610
67120, 	0.610
67130, 	0.610
67140, 	0.610
67150, 	0.610
67160, 	0.610
67170, 	0.610
67180, 	0.610
67190, 	0.610
67200, 	0.611
67210, 	0.611
67220, 	0.611
67230, 	0.611
67240, 	0.611
67250, 	0.611
67260, 	0.611
67270, 	0.611
67280, 	0.611
67290, 	0.611
67300, 	0.612
67310, 	0.612
67320, 	0.612
67330, 	0.612
67340, 	0.612
67350, 	0.612
67360, 	0.613
67370, 	0.612
67380, 	0.613
67390, 	0.613
67400, 	0.613
67410, 	0.613
67420, 	0.613
67430, 	0.613
67440, 	0.613
67450, 	0.614
67460, 	0.614
67470, 	0.614
67480, 	0.614
67490, 	0.614
67500, 	0.615
67510, 	0.614
67520, 	0.615
67530, 	0.616
67540, 	0.615
67550, 	0.616
67560, 	0.615
67570, 	0.615
67580, 	0.615
67590, 	0.615
67600, 	0.615
67610, 	0.616
67620, 	0.615
67630, 	0.616
67640, 	0.616
67650, 	0.616
67660, 	0.617
67670, 	0.617
67680, 	0.617
67690, 	0.617
67700, 	0.617
67710, 	0.617
67720, 	0.617
67730, 	0.617
67740, 	0.617
67750, 	0.618
67760, 	0.618
67770, 	0.618
67780, 	0.618
67790, 	0.618
67800, 	0.618
67810, 	0.618
67820, 	0.618
67830, 	0.618
67840, 	0.618
67850, 	0.619
67860, 	0.619
67870, 	0.619
67880, 	0.620
67890, 	0.619
67900, 	0.619
67910, 	0.619
67920, 	0.620
67930, 	0.620
67940, 	0.620
67950, 	0.621
67960, 	0.621
67970, 	0.620
67980, 	0.621
67990, 	0.621
68000, 	0.621
68010, 	0.621
68020, 	0.621
68030, 	0.621
68040, 	0.621
68050, 	0.622
68060, 	0.622
68070, 	0.622
68080, 	0.622
68090, 	0.623
68100, 	0.622
68110, 	0.623
68120, 	0.623
68130, 	0.622
68140, 	0.623
68150, 	0.623
68160, 	0.624
68170, 	0.623
68180, 	0.623
68190, 	0.624
68200, 	0.624
68210, 	0.624
68220, 	0.625
68230, 	0.625
68240, 	0.625
68250, 	0.625
68260, 	0.625
68270, 	0.624
68280, 	0.625
68290, 	0.625
68300, 	0.625
68310, 	0.625
68320, 	0.626
68330, 	0.626
68340, 	0.626
68350, 	0.626
68360, 	0.626
68370, 	0.626
68380, 	0.626
68390, 	0.626
68400, 	0.627
68410, 	0.627
68420, 	0.627
68430, 	0.627
68440, 	0.627
68450, 	0.627
68460, 	0.627
68470, 	0.627
68480, 	0.627
68490, 	0.627
68500, 	0.628
68510, 	0.628
68520, 	0.628
68530, 	0.628
68540, 	0.629
68550, 	0.629
68560, 	0.629
68570, 	0.629
68580, 	0.629
68590, 	0.630
68600, 	0.630
68610, 	0.629
68620, 	0.629
68630, 	0.630
68640, 	0.629
68650, 	0.630
68660, 	0.629
68670, 	0.630
68680, 	0.630
68690, 	0.630
68700, 	0.630
68710, 	0.630
68720, 	0.630
68730, 	0.630
68740, 	0.630
68750, 	0.631
68760, 	0.630
68770, 	0.630
68780, 	0.631
68790, 	0.631
68800, 	0.631
68810, 	0.631
68820, 	0.632
68830, 	0.632
68840, 	0.632
68850, 	0.632
68860, 	0.632
68870, 	0.632
68880, 	0.633
68890, 	0.633
